,0,1,2,3,4,5,6,7,8,9,10
0,15.80920842770475,17.310525390090913,18.29846290468675,18.989219210037508,18.75158533485813,20.770485736529228,22.415133276068598,26.134582443801186,27.61757006373861,28.266298032974895,26.516929179509503
1,15.9,16.4,19.0,19.1,18.88,20.4,22.7,26.5,28.1,27.6,26.3
